iter	RMSE
0	9.849110254
1	8.065060614
2	6.604509404
3	5.409025225
4	4.430917462
5	3.631460046
6	2.976864857
7	2.441753046
8	2.004556169
9	1.647134574
10	1.355749099
11	1.119335846
12	0.9267225861
13	0.7692451241
14	0.6423037252
15	0.5372926087
16	0.4538783493
17	0.3874345902
18	0.3361593348
19	0.2920309153
20	0.2595373589
21	0.2312441794
22	0.209439641
23	0.1933531933
24	0.1803382207
25	0.1714400646
26	0.1657000201
27	0.1596642111
28	0.1540600432
29	0.1489623546
30	0.1463401952
31	0.1438662863
32	0.1406392291
33	0.1381385653
34	0.1359099742
35	0.1334010445
36	0.1311266517
37	0.1288254186
38	0.1264000759
39	0.1247745721
40	0.1224722542
41	0.120740828
42	0.1196642637
43	0.1179262672
44	0.1163984675
45	0.1157615963
46	0.1146816049
47	0.1129295564
48	0.1114537798
49	0.1099349602
50	0.1085446052
51	0.1071876427
52	0.1060424048
53	0.1052819388
54	0.1037591221
55	0.1026786404
56	0.1018888724
57	0.100470917
58	0.09995506314
59	0.09937458112
60	0.0984044453
61	0.09797058254
62	0.09769824951
63	0.09702055108
64	0.09590359898
65	0.09538609818
66	0.09454571125
67	0.09395817941
68	0.09303013475
69	0.09248915024
70	0.09183062963
71	0.09077775046
72	0.09055318556
73	0.09014554281
74	0.08959008596
75	0.08914763729
76	0.08846074801
77	0.08778203589
78	0.08731418579
79	0.08652739405
80	0.08562694897
81	0.0849265403
82	0.08488531244
83	0.08426286617
84	0.08389689896
85	0.08350576768
86	0.08307500083
87	0.08271536181
88	0.08228908995
89	0.08144793304
90	0.08122812762
91	0.08092634781
92	0.08031036398
93	0.07925754825
94	0.07897277684
95	0.07890322774
96	0.0787134414
97	0.07818197054
98	0.07791673822
99	0.077054736
100	0.0765455445
101	0.07554373865
102	0.07530028162
103	0.07494462633
104	0.07453039269
105	0.07416700361
106	0.07379496445
107	0.07357852114
108	0.07313957152
109	0.07267107127
110	0.07240624427
111	0.07162928195
112	0.07108291033
113	0.07068501272
114	0.07038690507
115	0.07030379538
116	0.07003381572
117	0.0699030089
118	0.06981500743
119	0.06905950483
120	0.06847883599
121	0.06814127201
122	0.06784993498
123	0.06759704887
124	0.06734452718
125	0.06702568377
126	0.06675702887
127	0.06637345329
128	0.0660598378
129	0.06598481767
130	0.06577399732
