iter	RMSE
0	9.857000736
1	8.071280581
2	6.610007681
3	5.413072765
4	4.435116214
5	3.633726482
6	2.979026193
7	2.444521899
8	2.007710714
9	1.650164917
10	1.35682569
11	1.118982759
12	0.9268939628
13	0.7673638135
14	0.637993094
15	0.5376553511
16	0.4525529337
17	0.3858260261
18	0.3326454168
19	0.2890345643
20	0.2556214297
21	0.2337847407
22	0.2111077469
23	0.1934709509
24	0.1803116521
25	0.171039996
26	0.1630446964
27	0.1547057524
28	0.150095168
29	0.1454818575
30	0.1420962467
31	0.1406966633
32	0.1384904796
33	0.1351198979
34	0.1324344777
35	0.130222727
36	0.1285738888
37	0.1273640954
38	0.1253980338
39	0.1236858292
40	0.122368363
41	0.1205078258
42	0.1180964721
43	0.1165162134
44	0.115176894
45	0.1139903947
46	0.1123062575
47	0.1106604043
48	0.1104049299
49	0.1098906446
50	0.1090223366
51	0.1080340518
52	0.1065126872
53	0.1048907156
54	0.1042139683
55	0.1038610658
56	0.1025695785
57	0.1017961042
58	0.1006895203
59	0.09928251303
60	0.09875156496
61	0.09835555505
62	0.09789261705
63	0.09750564961
64	0.09651240813
65	0.09558356157
66	0.09497832646
67	0.09425091386
68	0.09380509663
69	0.09277763712
70	0.09238692762
71	0.09199811812
72	0.09130551256
73	0.09081900992
74	0.09026298573
75	0.0900938575
76	0.08948897996
77	0.08912649884
78	0.08891817594
79	0.08861583447
80	0.0881452096
81	0.08790204439
82	0.08738380875
83	0.08615951053
84	0.08575924229
85	0.08540548882
86	0.08525723282
87	0.08455679417
88	0.0844543048
89	0.08387513026
90	0.08346035909
91	0.08287948812
92	0.08269721546
93	0.0823592149
94	0.08190092068
95	0.0815525743
96	0.0810988371
97	0.08086452181
98	0.08081922153
99	0.08076293941
100	0.08026461943
101	0.08021707063
102	0.0800417429
103	0.07890461659
104	0.07836044628
105	0.07814506881
106	0.07772395534
107	0.07742135831
108	0.07702088617
109	0.07634727171
110	0.07600126086
111	0.07584121498
112	0.0755416862
113	0.0753376957
114	0.07465666681
115	0.07447743694
116	0.07385966571
117	0.07359536239
118	0.07346960927
119	0.07314454166
120	0.07300860385
121	0.07294831679
122	0.07216488899
123	0.0718664868
124	0.07158060832
125	0.07139535736
126	0.07115293197
127	0.07098959619
128	0.07051055392
129	0.07033493944
130	0.06964277103
